"initial_alias","converted_alias","name","description","namespace"
"ENSMUSG00000027582","ENSMUSG00000027582","Zgpat","zinc finger, CCCH-type with G patch domain [Source:MGI Symbol;Acc:MGI:2449939]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000001366","ENSMUSG00000001366","Fbxo9","f-box protein 9 [Source:MGI Symbol;Acc:MGI:1918788]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000006219","ENSMUSG00000006219","Fblim1","filamin binding LIM protein 1 [Source:MGI Symbol;Acc:MGI:1921452]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000036966","ENSMUSG00000036966","Spryd3","SPRY domain containing 3 [Source:MGI Symbol;Acc:MGI:2446175]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000030930","ENSMUSG00000030930","Chst15","carbohydrate sulfotransferase 15 [Source:MGI Symbol;Acc:MGI:1924840]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027937","ENSMUSG00000027937","Jtb","jumping translocation breakpoint [Source:MGI Symbol;Acc:MGI:1346082]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000037552","ENSMUSG00000037552","Plekhg2","pleckstrin homology domain containing, family G (with RhoGef domain) member 2 [Source:MGI Symbol;Acc:MGI:2141874]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000090031","ENSMUSG00000090031","4732440D04Rik","RIKEN cDNA 4732440D04 gene [Source:MGI Symbol;Acc:MGI:3604103]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038485","ENSMUSG00000038485","Socs7","suppressor of cytokine signaling 7 [Source:MGI Symbol;Acc:MGI:2651588]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032459","ENSMUSG00000032459","Mrps22","mitochondrial ribosomal protein S22 [Source:MGI Symbol;Acc:MGI:1928137]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000051977","ENSMUSG00000051977","Prdm9","PR domain containing 9 [Source:MGI Symbol;Acc:MGI:2384854]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024127","ENSMUSG00000024127","Prepl","prolyl endopeptidase-like [Source:MGI Symbol;Acc:MGI:2441932]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000034210","ENSMUSG00000034210","Efcab14","EF-hand calcium binding domain 14 [Source:MGI Symbol;Acc:MGI:2442397]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024290","ENSMUSG00000024290","Rock1","Rho-associated coiled-coil containing protein kinase 1 [Source:MGI Symbol;Acc:MGI:107927]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000019471","ENSMUSG00000019471","Cdc37","cell division cycle 37 [Source:MGI Symbol;Acc:MGI:109531]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000053950","ENSMUSG00000053950","Adnp2","ADNP homeobox 2 [Source:MGI Symbol;Acc:MGI:2448562]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000039536","ENSMUSG00000039536","Stau1","staufen double-stranded RNA binding protein 1 [Source:MGI Symbol;Acc:MGI:1338864]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000042992","ENSMUSG00000042992","Borcs5","BLOC-1 related complex subunit 5 [Source:MGI Symbol;Acc:MGI:1915024]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000017188","ENSMUSG00000017188","Coa3","cytochrome C oxidase assembly factor 3 [Source:MGI Symbol;Acc:MGI:1098757]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000040761","ENSMUSG00000040761","Spen","spen family transcription repressor [Source:MGI Symbol;Acc:MGI:1891706]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038764","ENSMUSG00000038764","Ptpn3","protein tyrosine phosphatase, non-receptor type 3 [Source:MGI Symbol;Acc:MGI:105307]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026796","ENSMUSG00000026796","Niban2","niban apoptosis regulator 2 [Source:MGI Symbol;Acc:MGI:2442910]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024811","ENSMUSG00000024811","Tnks2","tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2 [Source:MGI Symbol;Acc:MGI:1921743]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000019989","ENSMUSG00000019989","Enpp3","ectonucleotide pyrophosphatase/phosphodiesterase 3 [Source:MGI Symbol;Acc:MGI:2143702]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000015568","ENSMUSG00000015568","Lpl","lipoprotein lipase [Source:MGI Symbol;Acc:MGI:96820]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000002032","ENSMUSG00000002032","Tmem25","transmembrane protein 25 [Source:MGI Symbol;Acc:MGI:1918937]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000029381","ENSMUSG00000029381","Shroom3","shroom family member 3 [Source:MGI Symbol;Acc:MGI:1351655]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000030534","ENSMUSG00000030534","Vps33b","vacuolar protein sorting 33B [Source:MGI Symbol;Acc:MGI:2446237]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020387","ENSMUSG00000020387","Jade2","jade family PHD finger 2 [Source:MGI Symbol;Acc:MGI:1924151]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000050312","ENSMUSG00000050312","Nsun3","NOL1/NOP2/Sun domain family member 3 [Source:MGI Symbol;Acc:MGI:2146565]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000001323","ENSMUSG00000001323","Srr","serine racemase [Source:MGI Symbol;Acc:MGI:1351636]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026192","ENSMUSG00000026192","Atic","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase [Source:MGI Symbol;Acc:MGI:1351352]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021901","ENSMUSG00000021901","Bap1","Brca1 associated protein 1 [Source:MGI Symbol;Acc:MGI:1206586]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000031024","ENSMUSG00000031024","Dennd2b","DENN domain containing 2B [Source:MGI Symbol;Acc:MGI:108517]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000046743","ENSMUSG00000046743","Fat4","FAT atypical cadherin 4 [Source:MGI Symbol;Acc:MGI:3045256]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000031976","ENSMUSG00000031976","Urb2","URB2 ribosome biogenesis 2 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2681124]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024335","ENSMUSG00000024335","Brd2","bromodomain containing 2 [Source:MGI Symbol;Acc:MGI:99495]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000009772","ENSMUSG00000009772","Nuak2","NUAK family, SNF1-like kinase, 2 [Source:MGI Symbol;Acc:MGI:1921387]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000034120","ENSMUSG00000034120","Srsf2","serine and arginine-rich splicing factor 2 [Source:MGI Symbol;Acc:MGI:98284]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000049516","ENSMUSG00000049516","Spty2d1","SPT2 chromatin protein domain containing 1 [Source:MGI Symbol;Acc:MGI:2142062]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000078812","ENSMUSG00000078812","Eif5a","eukaryotic translation initiation factor 5A [Source:MGI Symbol;Acc:MGI:106248]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028568","ENSMUSG00000028568","Btf3l4","basic transcription factor 3-like 4 [Source:MGI Symbol;Acc:MGI:1915312]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000037355","ENSMUSG00000037355","Uvssa","UV stimulated scaffold protein A [Source:MGI Symbol;Acc:MGI:1918351]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000050555","ENSMUSG00000050555","Hyls1","HYLS1, centriolar and ciliogenesis associated [Source:MGI Symbol;Acc:MGI:1924082]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000036940","ENSMUSG00000036940","Kdm1a","lysine (K)-specific demethylase 1A [Source:MGI Symbol;Acc:MGI:1196256]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000041815","ENSMUSG00000041815","Poldip3","polymerase (DNA-directed), delta interacting protein 3 [Source:MGI Symbol;Acc:MGI:1921076]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000010057","ENSMUSG00000010057","Nprl2","NPR2 like, GATOR1 complex subunit [Source:MGI Symbol;Acc:MGI:1914482]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000036097","ENSMUSG00000036097","Slf2","SMC5-SMC6 complex localization factor 2 [Source:MGI Symbol;Acc:MGI:1924968]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038886","ENSMUSG00000038886","Man2a2","mannosidase 2, alpha 2 [Source:MGI Symbol;Acc:MGI:2150656]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028189","ENSMUSG00000028189","Ctbs","chitobiase [Source:MGI Symbol;Acc:MGI:1921495]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028911","ENSMUSG00000028911","Srsf4","serine and arginine-rich splicing factor 4 [Source:MGI Symbol;Acc:MGI:1890577]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025857","ENSMUSG00000025857","Dnaaf5","dynein, axonemal assembly factor 5 [Source:MGI Symbol;Acc:MGI:3616079]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020400","ENSMUSG00000020400","Tnip1","TNFAIP3 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1926194]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000079614","ENSMUSG00000079614","Seh1l","SEH1-like (S. cerevisiae [Source:MGI Symbol;Acc:MGI:1919374]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000037649","ENSMUSG00000037649","H2-DMa","histocompatibility 2, class II, locus DMa [Source:MGI Symbol;Acc:MGI:95921]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000034663","ENSMUSG00000034663","Bmp2k","BMP2 inducible kinase [Source:MGI Symbol;Acc:MGI:2155456]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000055782","ENSMUSG00000055782","Abcd2","ATP-binding cassette, sub-family D (ALD), member 2 [Source:MGI Symbol;Acc:MGI:1349467]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000034714","ENSMUSG00000034714","Ttyh2","tweety family member 2 [Source:MGI Symbol;Acc:MGI:2157091]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000004270","ENSMUSG00000004270","Lpcat3","lysophosphatidylcholine acyltransferase 3 [Source:MGI Symbol;Acc:MGI:1315211]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026782","ENSMUSG00000026782","Abi2","abl interactor 2 [Source:MGI Symbol;Acc:MGI:106913]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025375","ENSMUSG00000025375","Aatk","apoptosis-associated tyrosine kinase [Source:MGI Symbol;Acc:MGI:1197518]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000019897","ENSMUSG00000019897","Ccdc59","coiled-coil domain containing 59 [Source:MGI Symbol;Acc:MGI:1289302]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038456","ENSMUSG00000038456","Dennd2a","DENN domain containing 2A [Source:MGI Symbol;Acc:MGI:2444961]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027012","ENSMUSG00000027012","Dync1i2","dynein cytoplasmic 1 intermediate chain 2 [Source:MGI Symbol;Acc:MGI:107750]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000049470","ENSMUSG00000049470","Aff4","AF4/FMR2 family, member 4 [Source:MGI Symbol;Acc:MGI:2136171]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000047648","ENSMUSG00000047648","Fbxo30","F-box protein 30 [Source:MGI Symbol;Acc:MGI:1919115]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000004945","ENSMUSG00000004945","Tmem242","transmembrane protein 242 [Source:MGI Symbol;Acc:MGI:1917794]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000002059","ENSMUSG00000002059","Rab34","RAB34, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:104606]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000019478","ENSMUSG00000019478","Rab4a","RAB4A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:105069]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000058325","ENSMUSG00000058325","Dock1","dedicator of cytokinesis 1 [Source:MGI Symbol;Acc:MGI:2429765]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000001123","ENSMUSG00000001123","Lgals9","lectin, galactose binding, soluble 9 [Source:MGI Symbol;Acc:MGI:109496]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000064254","ENSMUSG00000064254","Ethe1","ethylmalonic encephalopathy 1 [Source:MGI Symbol;Acc:MGI:1913321]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000017664","ENSMUSG00000017664","Slc35c2","solute carrier family 35, member C2 [Source:MGI Symbol;Acc:MGI:2385166]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022811","ENSMUSG00000022811","Zfp148","zinc finger protein 148 [Source:MGI Symbol;Acc:MGI:1332234]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000039852","ENSMUSG00000039852","Rere","arginine glutamic acid dipeptide (RE) repeats [Source:MGI Symbol;Acc:MGI:2683486]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022000","ENSMUSG00000022000","Zc3h13","zinc finger CCCH type containing 13 [Source:MGI Symbol;Acc:MGI:1914552]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000010911","ENSMUSG00000010911","Apip","APAF1 interacting protein [Source:MGI Symbol;Acc:MGI:1926788]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028599","ENSMUSG00000028599","Tnfrsf1b","tumor necrosis factor receptor superfamily, member 1b [Source:MGI Symbol;Acc:MGI:1314883]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000031938","ENSMUSG00000031938","4931406C07Rik","RIKEN cDNA 4931406C07 gene [Source:MGI Symbol;Acc:MGI:1918234]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025203","ENSMUSG00000025203","Scd2","stearoyl-Coenzyme A desaturase 2 [Source:MGI Symbol;Acc:MGI:98240]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000050052","ENSMUSG00000050052","Tdrp","testis development related protein [Source:MGI Symbol;Acc:MGI:1919398]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000040033","ENSMUSG00000040033","Stat2","signal transducer and activator of transcription 2 [Source:MGI Symbol;Acc:MGI:103039]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000007833","ENSMUSG00000007833","Aldh16a1","aldehyde dehydrogenase 16 family, member A1 [Source:MGI Symbol;Acc:MGI:1916998]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000042605","ENSMUSG00000042605","Atxn2","ataxin 2 [Source:MGI Symbol;Acc:MGI:1277223]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020467","ENSMUSG00000020467","Efemp1","epidermal growth factor-containing fibulin-like extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:1339998]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022752","ENSMUSG00000022752","Tomm70a","translocase of outer mitochondrial membrane 70A [Source:MGI Symbol;Acc:MGI:106295]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000079334","ENSMUSG00000079334","Naa80","N(alpha)-acetyltransferase 80, NatH catalytic subunit [Source:MGI Symbol;Acc:MGI:1888902]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000034308","ENSMUSG00000034308","Sdr42e1","short chain dehydrogenase/reductase family 42E, member 1 [Source:MGI Symbol;Acc:MGI:1921282]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038546","ENSMUSG00000038546","Ranbp9","RAN binding protein 9 [Source:MGI Symbol;Acc:MGI:1928741]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024479","ENSMUSG00000024479","Mal2","mal, T cell differentiation protein 2 [Source:MGI Symbol;Acc:MGI:2146021]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000018209","ENSMUSG00000018209","Stk4","serine/threonine kinase 4 [Source:MGI Symbol;Acc:MGI:1929004]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000042305","ENSMUSG00000042305","Tmem183a","transmembrane protein 183A [Source:MGI Symbol;Acc:MGI:1914729]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000062300","ENSMUSG00000062300","Nectin2","nectin cell adhesion molecule 2 [Source:MGI Symbol;Acc:MGI:97822]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000015354","ENSMUSG00000015354","Pcolce2","procollagen C-endopeptidase enhancer 2 [Source:MGI Symbol;Acc:MGI:1923727]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000015882","ENSMUSG00000015882","Lcorl","ligand dependent nuclear receptor corepressor-like [Source:MGI Symbol;Acc:MGI:2651932]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000037443","ENSMUSG00000037443","Cep85","centrosomal protein 85 [Source:MGI Symbol;Acc:MGI:1917262]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000009687","ENSMUSG00000009687","Fxyd5","FXYD domain-containing ion transport regulator 5 [Source:MGI Symbol;Acc:MGI:1201785]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000090035","ENSMUSG00000090035","Galnt4","polypeptide N-acetylgalactosaminyltransferase 4 [Source:MGI Symbol;Acc:MGI:894692]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032435","ENSMUSG00000032435","Dync1li1","dynein cytoplasmic 1 light intermediate chain 1 [Source:MGI Symbol;Acc:MGI:2135610]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022023","ENSMUSG00000022023","Wbp4","WW domain binding protein 4 [Source:MGI Symbol;Acc:MGI:109568]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000004798","ENSMUSG00000004798","Ulk2","unc-51 like kinase 2 [Source:MGI Symbol;Acc:MGI:1352758]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000039004","ENSMUSG00000039004","Bmp6","bone morphogenetic protein 6 [Source:MGI Symbol;Acc:MGI:88182]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000054008","ENSMUSG00000054008","Ndst1","N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1 [Source:MGI Symbol;Acc:MGI:104719]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027288","ENSMUSG00000027288","Zfp106","zinc finger protein 106 [Source:MGI Symbol;Acc:MGI:1270153]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000037410","ENSMUSG00000037410","Tbc1d2b","TBC1 domain family, member 2B [Source:MGI Symbol;Acc:MGI:1914266]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000048200","ENSMUSG00000048200","Cracr2b","calcium release activated channel regulator 2B [Source:MGI Symbol;Acc:MGI:2446129]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000037370","ENSMUSG00000037370","Enpp1","ectonucleotide pyrophosphatase/phosphodiesterase 1 [Source:MGI Symbol;Acc:MGI:97370]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025176","ENSMUSG00000025176","Hoga1","4-hydroxy-2-oxoglutarate aldolase 1 [Source:MGI Symbol;Acc:MGI:1914682]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000042148","ENSMUSG00000042148","Cox10","heme A:farnesyltransferase cytochrome c oxidase assembly factor 10 [Source:MGI Symbol;Acc:MGI:1917633]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024384","ENSMUSG00000024384","Iws1","IWS1, SUPT6 interacting protein [Source:MGI Symbol;Acc:MGI:1920723]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021559","ENSMUSG00000021559","Dapk1","death associated protein kinase 1 [Source:MGI Symbol;Acc:MGI:1916885]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000043639","ENSMUSG00000043639","Rbm20","RNA binding motif protein 20 [Source:MGI Symbol;Acc:MGI:1920963]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000037949","ENSMUSG00000037949","Ano10","anoctamin 10 [Source:MGI Symbol;Acc:MGI:2143103]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000034203","ENSMUSG00000034203","Chchd4","coiled-coil-helix-coiled-coil-helix domain containing 4 [Source:MGI Symbol;Acc:MGI:1919420]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000039738","ENSMUSG00000039738","Slx4","SLX4 structure-specific endonuclease subunit homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:106299]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000038160","ENSMUSG00000038160","Atg5","autophagy related 5 [Source:MGI Symbol;Acc:MGI:1277186]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032212","ENSMUSG00000032212","Sltm","SAFB-like, transcription modulator [Source:MGI Symbol;Acc:MGI:1913910]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000014550","ENSMUSG00000014550","Rbsn","rabenosyn, RAB effector [Source:MGI Symbol;Acc:MGI:1925537]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000052934","ENSMUSG00000052934","Fbxo31","F-box protein 31 [Source:MGI Symbol;Acc:MGI:1354708]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000074781","ENSMUSG00000074781","Ube2n","ubiquitin-conjugating enzyme E2N [Source:MGI Symbol;Acc:MGI:1934835]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022568","ENSMUSG00000022568","Scrib","scribbled planar cell polarity [Source:MGI Symbol;Acc:MGI:2145950]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000037149","ENSMUSG00000037149","Ddx1","DEAD box helicase 1 [Source:MGI Symbol;Acc:MGI:2144727]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000071604","ENSMUSG00000071604","Entrep1","endosomal transmembrane epsin interactor 1 [Source:MGI Symbol;Acc:MGI:2685813]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000035105","ENSMUSG00000035105","Egln3","egl-9 family hypoxia-inducible factor 3 [Source:MGI Symbol;Acc:MGI:1932288]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000040648","ENSMUSG00000040648","Ppip5k2","diphosphoinositol pentakisphosphate kinase 2 [Source:MGI Symbol;Acc:MGI:2142810]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000037270","ENSMUSG00000037270","Bltp1","bridge-like lipid transfer protein family member 1 [Source:MGI Symbol;Acc:MGI:2444631]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000007827","ENSMUSG00000007827","Ankrd26","ankyrin repeat domain 26 [Source:MGI Symbol;Acc:MGI:1917887]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020261","ENSMUSG00000020261","Slc36a1","solute carrier family 36 (proton/amino acid symporter), member 1 [Source:MGI Symbol;Acc:MGI:2445299]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000030339","ENSMUSG00000030339","Ltbr","lymphotoxin B receptor [Source:MGI Symbol;Acc:MGI:104875]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026049","ENSMUSG00000026049","Tex30","testis expressed 30 [Source:MGI Symbol;Acc:MGI:1922873]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000021994","ENSMUSG00000021994","Wnt5a","wingless-type MMTV integration site family, member 5A [Source:MGI Symbol;Acc:MGI:98958]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000069874","ENSMUSG00000069874","Irgm2","immunity-related GTPase family M member 2 [Source:MGI Symbol;Acc:MGI:1926262]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000018900","ENSMUSG00000018900","Slc22a5","solute carrier family 22 (organic cation transporter), member 5 [Source:MGI Symbol;Acc:MGI:1329012]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000019368","ENSMUSG00000019368","Sec14l4","SEC14-like lipid binding 4 [Source:MGI Symbol;Acc:MGI:2144095]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000032086","ENSMUSG00000032086","Bace1","beta-site APP cleaving enzyme 1 [Source:MGI Symbol;Acc:MGI:1346542]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000020180","ENSMUSG00000020180","Snrpd3","small nuclear ribonucleoprotein D3 [Source:MGI Symbol;Acc:MGI:1914582]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000037022","ENSMUSG00000037022","Mmaa","methylmalonic aciduria (cobalamin deficiency) type A [Source:MGI Symbol;Acc:MGI:1923805]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024055","ENSMUSG00000024055","Cyp4f13","cytochrome P450, family 4, subfamily f, polypeptide 13 [Source:MGI Symbol;Acc:MGI:2158641]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022710","ENSMUSG00000022710","Usp7","ubiquitin specific peptidase 7 [Source:MGI Symbol;Acc:MGI:2182061]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000042508","ENSMUSG00000042508","Dmtf1","cyclin D binding myb like transcription factor 1 [Source:MGI Symbol;Acc:MGI:1344415]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000044674","ENSMUSG00000044674","Fzd1","frizzled class receptor 1 [Source:MGI Symbol;Acc:MGI:1196625]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000002221","ENSMUSG00000002221","Paxip1","PAX interacting (with transcription-activation domain) protein 1 [Source:MGI Symbol;Acc:MGI:1890430]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022309","ENSMUSG00000022309","Angpt1","angiopoietin 1 [Source:MGI Symbol;Acc:MGI:108448]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000070780","ENSMUSG00000070780","Rbm47","RNA binding motif protein 47 [Source:MGI Symbol;Acc:MGI:2384294]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000029777","ENSMUSG00000029777","Gars","glycyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:2449057]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000002625","ENSMUSG00000002625","Akap8l","A kinase (PRKA) anchor protein 8-like [Source:MGI Symbol;Acc:MGI:1860606]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000029512","ENSMUSG00000029512","Ulk1","unc-51 like kinase 1 [Source:MGI Symbol;Acc:MGI:1270126]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027671","ENSMUSG00000027671","Actl6a","actin-like 6A [Source:MGI Symbol;Acc:MGI:1861453]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000013076","ENSMUSG00000013076","Amotl1","angiomotin-like 1 [Source:MGI Symbol;Acc:MGI:1922973]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000027201","ENSMUSG00000027201","Myef2","myelin basic protein expression factor 2, repressor [Source:MGI Symbol;Acc:MGI:104592]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000042608","ENSMUSG00000042608","Stk40","serine/threonine kinase 40 [Source:MGI Symbol;Acc:MGI:1921428]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000086782","ENSMUSG00000086782","E130102H24Rik","RIKEN cDNA E130102H24 gene [Source:MGI Symbol;Acc:MGI:1925116]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000064210","ENSMUSG00000064210","Ano6","anoctamin 6 [Source:MGI Symbol;Acc:MGI:2145890]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000031871","ENSMUSG00000031871","Cdh5","cadherin 5 [Source:MGI Symbol;Acc:MGI:105057]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000058594","ENSMUSG00000058594","Fbh1","F-box DNA helicase 1 [Source:MGI Symbol;Acc:MGI:1354699]","ARRAYEXPRESS,ENSG"
